kgid	dbid	dblink
43	7992	http://dbpedia.org/resource/Joseph_Mazzello
44	12717	http://dbpedia.org/resource/Yaphet_Kotto
45	11812	http://dbpedia.org/resource/Rowan_Atkinson
46	6916	http://dbpedia.org/resource/Michel_Serrault
47	4256	http://dbpedia.org/resource/Fredric_March
48	4417	http://dbpedia.org/resource/Molly_Parker
49	8093	http://dbpedia.org/resource/John_Garfield
50	8806	http://dbpedia.org/resource/Edward_Fox_(actor)
51	9875	http://dbpedia.org/resource/G._D._Spradlin
52	10478	http://dbpedia.org/resource/Spike_Lee
53	12746	http://dbpedia.org/resource/Powerman_5000
54	3035	http://dbpedia.org/resource/Alfonso_Arau
55	6587	http://dbpedia.org/resource/Michael_Gough
56	4938	http://dbpedia.org/resource/Danielle_Harris
57	5365	http://dbpedia.org/resource/Sean_McClory
58	4780	http://dbpedia.org/resource/Tom_Everett_Scott
59	2076	http://dbpedia.org/resource/Joe_Mantell
60	1657	http://dbpedia.org/resource/Cynda_Williams
61	5790	http://dbpedia.org/resource/Robert_Ryan
62	11049	http://dbpedia.org/resource/RaÃºl_JuliÃ¡
63	13509	http://dbpedia.org/resource/Jason_Segel
64	5616	http://dbpedia.org/resource/Eli_Wallach
65	8824	http://dbpedia.org/resource/Emma_Thompson
66	4322	http://dbpedia.org/resource/Tony_Burton
67	12270	http://dbpedia.org/resource/Geoffrey_Bayldon
68	6339	http://dbpedia.org/resource/Ron_Perlman
69	6830	http://dbpedia.org/resource/Josh_Lucas
70	11674	http://dbpedia.org/resource/Tatsuya_Nakadai
71	11340	http://dbpedia.org/resource/W._Earl_Brown
72	4582	http://dbpedia.org/resource/Jim_Henson
73	13245	http://dbpedia.org/resource/Mark_Wahlberg
74	11425	http://dbpedia.org/resource/Sara_Gilbert
75	8566	http://dbpedia.org/resource/Damon_Wayans
76	4886	http://dbpedia.org/resource/Douglas_Spencer
77	4340	http://dbpedia.org/resource/Joel_Grey
78	5482	http://dbpedia.org/resource/Sterling_Hayden
79	12182	http://dbpedia.org/resource/Matt_Damon
80	2356	http://dbpedia.org/resource/Richard_Schiff
81	13221	http://dbpedia.org/resource/Debbie_Harry
82	9403	http://dbpedia.org/resource/Diane_Baker
83	5292	http://dbpedia.org/resource/Sophia_Loren
84	6487	http://dbpedia.org/resource/Ray_Liotta
85	13448	http://dbpedia.org/resource/Robert_Picardo
86	13547	http://dbpedia.org/resource/Steven_Mackintosh
87	2597	http://dbpedia.org/resource/Sally_Potter
88	13400	http://dbpedia.org/resource/Helen_Mirren
89	2170	http://dbpedia.org/resource/J._E._Freeman
90	6652	http://dbpedia.org/resource/Edward_Burns
91	5774	http://dbpedia.org/resource/Danny_Trejo
92	593	http://dbpedia.org/resource/Bob_Dylan
93	9918	http://dbpedia.org/resource/Tony_Jay
94	14349	http://dbpedia.org/resource/Bela_Lugosi
95	383	http://dbpedia.org/resource/Mary_Steenburgen
96	14180	http://dbpedia.org/resource/Terry_Jones
97	13194	http://dbpedia.org/resource/Alanna_Ubach
98	2166	http://dbpedia.org/resource/Jay_O._Sanders
99	11062	http://dbpedia.org/resource/Leonard_Nimoy
100	7860	http://dbpedia.org/resource/Å½eljko_Ivanek
101	633	http://dbpedia.org/resource/Ralph_Wright
102	14524	http://dbpedia.org/resource/Jon_Polito
103	9585	http://dbpedia.org/resource/TchÃ©ky_Karyo
104	2070	http://dbpedia.org/resource/Breckin_Meyer
105	6213	http://dbpedia.org/resource/Matthew_Modine
106	8280	http://dbpedia.org/resource/Anthony_Zerbe
107	4494	http://dbpedia.org/resource/Fred_MacMurray
108	4405	http://dbpedia.org/resource/John_Malkovich
109	12603	http://dbpedia.org/resource/Jonathan_Hyde
110	7469	http://dbpedia.org/resource/Mekhi_Phifer
111	3788	http://dbpedia.org/resource/Arnold_Vosloo
112	1561	http://dbpedia.org/resource/Boris_Karloff
113	72	http://dbpedia.org/resource/Annabeth_Gish
114	6959	http://dbpedia.org/resource/Bernie_Mac
115	11893	http://dbpedia.org/resource/Joe_Viterelli
116	4866	http://dbpedia.org/resource/Thomas_Jefferson_Byrd
117	9294	http://dbpedia.org/resource/Gerrit_Graham
118	2298	http://dbpedia.org/resource/Bai_Ling
119	6542	http://dbpedia.org/resource/Andrew_Divoff
120	5946	http://dbpedia.org/resource/PlÃ¡cido_Domingo
121	7001	http://dbpedia.org/resource/Everett_McGill
122	12127	http://dbpedia.org/resource/Flea_(musician)
123	6801	http://dbpedia.org/resource/Victor_Spinetti
124	8866	http://dbpedia.org/resource/Hamilton_Camp
125	1882	http://dbpedia.org/resource/Joe_Don_Baker
126	5514	http://dbpedia.org/resource/James_Purefoy
127	6269	http://dbpedia.org/resource/Mel_Blanc
128	10778	http://dbpedia.org/resource/Rosie_O'Donnell
129	14604	http://dbpedia.org/resource/Isaac_Hayes
130	10999	http://dbpedia.org/resource/Sean_Bean
131	6229	http://dbpedia.org/resource/Billie_Whitelaw
132	10809	http://dbpedia.org/resource/Stephen_Spinella
133	7175	http://dbpedia.org/resource/Harvey_Atkin
134	12854	http://dbpedia.org/resource/Art_Hindle
135	5441	http://dbpedia.org/resource/Graham_Chapman
136	2928	http://dbpedia.org/resource/Janet_McTeer
137	10401	http://dbpedia.org/resource/Richard_Jordan
138	1974	http://dbpedia.org/resource/Ellie_Cornell
139	453	http://dbpedia.org/resource/Wayne_Allwine
140	1080	http://dbpedia.org/resource/John_Heard_(actor)
141	1670	http://dbpedia.org/resource/Tisha_Campbell-Martin
142	2388	http://dbpedia.org/resource/Stevie_Nicks
143	14004	http://dbpedia.org/resource/Moira_Kelly
144	7266	http://dbpedia.org/resource/Tatum_O'Neal
145	10990	http://dbpedia.org/resource/Alan_Arkin
146	14066	http://dbpedia.org/resource/Cheech_Marin
147	8649	http://dbpedia.org/resource/R._Lee_Ermey
148	10017	http://dbpedia.org/resource/Shelley_Duvall
149	3688	http://dbpedia.org/resource/Paul_Reubens
150	7390	http://dbpedia.org/resource/Isobel_Elsom
151	10267	http://dbpedia.org/resource/Telly_Savalas
152	6658	http://dbpedia.org/resource/Frank_Finlay
153	10185	http://dbpedia.org/resource/Sarah_McLachlan
154	12630	http://dbpedia.org/resource/Rick_Moranis
155	5165	http://dbpedia.org/resource/Greg_Kinnear
156	10213	http://dbpedia.org/resource/Dennis_Miller
157	12785	http://dbpedia.org/resource/Patrick_Doyle
158	60	http://dbpedia.org/resource/Ice-T
159	11364	http://dbpedia.org/resource/Kevin_McCarthy_(actor)
160	9336	http://dbpedia.org/resource/Hill_Harper
161	3598	http://dbpedia.org/resource/Lea_Thompson
162	5682	http://dbpedia.org/resource/Kenneth_Branagh
163	2025	http://dbpedia.org/resource/Jane_Seymour_(actress)
164	9039	http://dbpedia.org/resource/Gregory_Peck
165	6722	http://dbpedia.org/resource/Mary_Alice
166	9933	http://dbpedia.org/resource/Dan_Monahan
167	4418	http://dbpedia.org/resource/John_Altman_(composer)
168	5993	http://dbpedia.org/resource/K.d._lang
169	11036	http://dbpedia.org/resource/Hope_Davis
170	2008	http://dbpedia.org/resource/Clifton_Collins_Jr.
171	13216	http://dbpedia.org/resource/JÃ¼rgen_Prochnow
172	3769	http://dbpedia.org/resource/Charlotte_Rampling
173	1599	http://dbpedia.org/resource/Peter_Facinelli
174	1864	http://dbpedia.org/resource/Dougray_Scott
175	7949	http://dbpedia.org/resource/Colleen_Camp
176	14218	http://dbpedia.org/resource/Aretha_Franklin
177	5022	http://dbpedia.org/resource/Howard_Hesseman
178	12324	http://dbpedia.org/resource/Casey_Affleck
179	12948	http://dbpedia.org/resource/Larry_David
180	3749	http://dbpedia.org/resource/John_Hurt
181	14223	http://dbpedia.org/resource/Ben_Cross
182	4657	http://dbpedia.org/resource/Patrick_Bauchau
183	3463	http://dbpedia.org/resource/John_Mahoney
184	516	http://dbpedia.org/resource/Don_Ameche
185	9784	http://dbpedia.org/resource/Harland_Williams
186	2297	http://dbpedia.org/resource/Anna_Karina
187	3396	http://dbpedia.org/resource/Sarah_Silverman
188	10860	http://dbpedia.org/resource/Bing_Crosby
189	9246	http://dbpedia.org/resource/Terence_Stamp
190	7124	http://dbpedia.org/resource/Joe_Torry
191	10212	http://dbpedia.org/resource/Judi_Dench
192	7022	http://dbpedia.org/resource/Roseanne_Barr
193	9894	http://dbpedia.org/resource/Andie_MacDowell
194	7519	http://dbpedia.org/resource/Joely_Richardson
195	10000	http://dbpedia.org/resource/Greta_Scacchi
196	13543	http://dbpedia.org/resource/Brandon_Hammond
197	2120	http://dbpedia.org/resource/Michael_Badalucco
198	7769	http://dbpedia.org/resource/Richard_Dreyfuss
199	13839	http://dbpedia.org/resource/Robert_Loggia
200	11047	http://dbpedia.org/resource/Margot_Kidder
201	5660	http://dbpedia.org/resource/Kevin_Corcoran
202	8199	http://dbpedia.org/resource/Rob_Reiner
203	12947	http://dbpedia.org/resource/David_Thornton_(actor)
204	13544	http://dbpedia.org/resource/Gwyneth_Paltrow
205	12979	http://dbpedia.org/resource/Christian_Bale
206	1364	http://dbpedia.org/resource/John_Gielgud
207	14423	http://dbpedia.org/resource/Ben_Johnson_(actor)
208	6638	http://dbpedia.org/resource/Jodi_Benson
209	14399	http://dbpedia.org/resource/Trevor_Howard
210	12625	http://dbpedia.org/resource/Josh_Hartnett
211	4166	http://dbpedia.org/resource/Stephen_Root
212	10415	http://dbpedia.org/resource/Christopher_Lee
213	14669	http://dbpedia.org/resource/Samuel_West
214	1937	http://dbpedia.org/resource/Bobby_Darin
215	12165	http://dbpedia.org/resource/Embeth_Davidtz
216	12774	http://dbpedia.org/resource/Nicol_Williamson
217	2751	http://dbpedia.org/resource/Treat_Williams
218	4640	http://dbpedia.org/resource/Kevin_Dillon
219	11017	http://dbpedia.org/resource/Alan_Young
220	6605	http://dbpedia.org/resource/Henry_Czerny
221	4898	http://dbpedia.org/resource/Crispin_Glover
222	11350	http://dbpedia.org/resource/Mary_Wickes
223	731	http://dbpedia.org/resource/Tom_Hanks
224	6407	http://dbpedia.org/resource/Kenneth_Welsh
225	421	http://dbpedia.org/resource/Patrick_Malahide
226	8350	http://dbpedia.org/resource/Fairuza_Balk
227	11678	http://dbpedia.org/resource/Swoosie_Kurtz
228	10623	http://dbpedia.org/resource/John_Doe_(musician)
229	5072	http://dbpedia.org/resource/Natalie_Portman
230	6492	http://dbpedia.org/resource/Jane_Adams_(actress)
231	14174	http://dbpedia.org/resource/Campbell_Scott
232	4519	http://dbpedia.org/resource/Ryan_Phillippe
233	10134	http://dbpedia.org/resource/Gates_McFadden
234	12903	http://dbpedia.org/resource/Marg_Helgenberger
235	10056	http://dbpedia.org/resource/Don_Rickles
236	7076	http://dbpedia.org/resource/Dina_Meyer
237	4394	http://dbpedia.org/resource/Denis_Leary
238	6238	http://dbpedia.org/resource/Ginger_Rogers
239	12020	http://dbpedia.org/resource/Jodi_Lyn_O'Keefe
240	7081	http://dbpedia.org/resource/Vondie_Curtis-Hall
241	6826	http://dbpedia.org/resource/Prince_(musician)
242	5267	http://dbpedia.org/resource/Robert_Wuhl
243	4792	http://dbpedia.org/resource/Lisa_Nicole_Carson
244	13210	http://dbpedia.org/resource/Henry_Gibson
245	14101	http://dbpedia.org/resource/Tia_Carrere
246	8545	http://dbpedia.org/resource/Gordon_Tootoosis
247	76	http://dbpedia.org/resource/George_Takei
248	8721	http://dbpedia.org/resource/Nicole_Ari_Parker
249	1175	http://dbpedia.org/resource/Liam_Neeson
250	10686	http://dbpedia.org/resource/John_Ales
251	8845	http://dbpedia.org/resource/Toni_Collette
252	5473	http://dbpedia.org/resource/De'Aundre_Bonds
253	861	http://dbpedia.org/resource/N'Bushe_Wright
254	8872	http://dbpedia.org/resource/Rossy_de_Palma
255	7766	http://dbpedia.org/resource/Paul_Bartel
256	7476	http://dbpedia.org/resource/Norm_Macdonald
257	7406	http://dbpedia.org/resource/Sylvia_Miles
258	4814	http://dbpedia.org/resource/Billy_Crystal
259	11285	http://dbpedia.org/resource/Thora_Birch
260	9854	http://dbpedia.org/resource/Theresa_Randle
261	10005	http://dbpedia.org/resource/Liv_Tyler
262	11679	http://dbpedia.org/resource/Richard_Jenkins
263	10937	http://dbpedia.org/resource/Henry_Silva
264	621	http://dbpedia.org/resource/Rob_Zombie
265	14388	http://dbpedia.org/resource/Harvey_Fierstein
266	14488	http://dbpedia.org/resource/Daryl_Hannah
267	978	http://dbpedia.org/resource/Paul_Newman
268	12236	http://dbpedia.org/resource/Elsa_Lanchester
269	11302	http://dbpedia.org/resource/Leonardo_Cimino
270	3333	http://dbpedia.org/resource/Dyan_Cannon
271	10702	http://dbpedia.org/resource/Geoffrey_Palmer_(actor)
272	663	http://dbpedia.org/resource/John_Ireland_(actor)
273	797	http://dbpedia.org/resource/Kyle_MacLachlan
274	10952	http://dbpedia.org/resource/Maura_Tierney
275	10169	http://dbpedia.org/resource/Dean_Martin
276	6207	http://dbpedia.org/resource/Gloria_Grahame
277	13240	http://dbpedia.org/resource/Marion_Ramsey
278	10323	http://dbpedia.org/resource/Christopher_Eccleston
279	8349	http://dbpedia.org/resource/Carlos_Jacott
280	8837	http://dbpedia.org/resource/Miriam_Margolyes
281	11473	http://dbpedia.org/resource/Robert_Vaughn
282	11968	http://dbpedia.org/resource/Bernard_Lee
283	12063	http://dbpedia.org/resource/Lynn_Cohen
284	9629	http://dbpedia.org/resource/Tom_Atkins_(actor)
285	8657	http://dbpedia.org/resource/Noah_Taylor
286	5045	http://dbpedia.org/resource/Art_Metrano
287	7279	http://dbpedia.org/resource/Sally_Kellerman
288	11071	http://dbpedia.org/resource/Kate_Beckinsale
289	3168	http://dbpedia.org/resource/Michael_Maloney
290	2236	http://dbpedia.org/resource/Eartha_Kitt
291	10979	http://dbpedia.org/resource/Tony_Roberts_(actor)
292	1392	http://dbpedia.org/resource/Lauren_Holly
293	14365	http://dbpedia.org/resource/Edmond_O'Brien
294	3965	http://dbpedia.org/resource/Hole_(band)
295	12326	http://dbpedia.org/resource/Robert_Carlyle
296	3372	http://dbpedia.org/resource/Chi_Muoi_Lo
297	7263	http://dbpedia.org/resource/Hans_Conried
298	6517	http://dbpedia.org/resource/Danny_Elfman
299	4132	http://dbpedia.org/resource/Joanna_Going
300	8353	http://dbpedia.org/resource/Werner_Herzog
301	8808	http://dbpedia.org/resource/John_Lurie
302	5245	http://dbpedia.org/resource/Timothy_Busfield
303	7403	http://dbpedia.org/resource/Ned_Bellamy
304	14319	http://dbpedia.org/resource/James_Mason
305	5889	http://dbpedia.org/resource/Tony_Ganios
306	11622	http://dbpedia.org/resource/Helen_Slater
307	2450	http://dbpedia.org/resource/Sean_Astin
308	11638	http://dbpedia.org/resource/Mark_Margolis
309	9349	http://dbpedia.org/resource/Nick_Nolte
310	10176	http://dbpedia.org/resource/Patricia_Neal
311	5939	http://dbpedia.org/resource/Dominique_Pinon
312	12018	http://dbpedia.org/resource/Uma_Thurman
313	3358	http://dbpedia.org/resource/Bruce_Campbell
314	8588	http://dbpedia.org/resource/Maurice_Chevalier
315	5340	http://dbpedia.org/resource/Lisa_Gay_Hamilton
316	3495	http://dbpedia.org/resource/Jackie_Chan
317	10708	http://dbpedia.org/resource/Joanna_Cassidy
318	11898	http://dbpedia.org/resource/Bette_Midler
319	8099	http://dbpedia.org/resource/Claire_Forlani
320	6854	http://dbpedia.org/resource/Walter_Pidgeon
321	11215	http://dbpedia.org/resource/Malik_Yoba
322	5688	http://dbpedia.org/resource/Jack_Hedley
323	4271	http://dbpedia.org/resource/Roger_Aaron_Brown
324	7842	http://dbpedia.org/resource/Rebecca_Gayheart
325	5453	http://dbpedia.org/resource/Elizabeth_Taylor
326	3517	http://dbpedia.org/resource/George_Sanders
327	6171	http://dbpedia.org/resource/Armand_Assante
328	950	http://dbpedia.org/resource/Samuel_L._Jackson
329	6038	http://dbpedia.org/resource/Stephen_Dorff
330	9433	http://dbpedia.org/resource/John_Leguizamo
331	12488	http://dbpedia.org/resource/Roger_Moore
332	12869	http://dbpedia.org/resource/Pat_Buttram
333	12633	http://dbpedia.org/resource/Alice_Krige
334	10451	http://dbpedia.org/resource/Raymond_Burr
335	6777	http://dbpedia.org/resource/Oingo_Boingo
336	2945	http://dbpedia.org/resource/Jan_Decleir
337	9554	http://dbpedia.org/resource/Martin_Landau
338	13264	http://dbpedia.org/resource/Kelly_Preston
339	4026	http://dbpedia.org/resource/Michael_Moriarty
340	1262	http://dbpedia.org/resource/Edward_Norton
341	11899	http://dbpedia.org/resource/Colm_Feore
342	9342	http://dbpedia.org/resource/Bruce_McGill
343	13654	http://dbpedia.org/resource/James_Frain
344	107	http://dbpedia.org/resource/John_Benjamin_Hickey
345	8073	http://dbpedia.org/resource/Carter_Burwell
346	12617	http://dbpedia.org/resource/Ed_Wynn
347	1509	http://dbpedia.org/resource/Goldie_Hawn
348	2776	http://dbpedia.org/resource/Brooke_Adams_(actress)
349	1715	http://dbpedia.org/resource/Robert_Downey_Jr.
350	9599	http://dbpedia.org/resource/John_Ratzenberger
351	5295	http://dbpedia.org/resource/Alex_Rocco
352	11301	http://dbpedia.org/resource/Liza_Minnelli
353	2227	http://dbpedia.org/resource/Gaby_Hoffmann
354	7091	http://dbpedia.org/resource/Sam_Rockwell
355	806	http://dbpedia.org/resource/Greg_Travis
356	7687	http://dbpedia.org/resource/Will_Patton
357	11752	http://dbpedia.org/resource/Walter_Gotell
358	2208	http://dbpedia.org/resource/Sela_Ward
359	13552	http://dbpedia.org/resource/John_Mills
360	3331	http://dbpedia.org/resource/Annie_Potts
361	4851	http://dbpedia.org/resource/Xander_Berkeley
362	7530	http://dbpedia.org/resource/Tommy_Kirk
363	2583	http://dbpedia.org/resource/Jonathan_Freeman_(actor)
364	11485	http://dbpedia.org/resource/Chloe_Webb
365	7050	http://dbpedia.org/resource/Natalie_Wood
366	1132	http://dbpedia.org/resource/Anthony_Michael_Hall
367	3280	http://dbpedia.org/resource/Scott_Bakula
368	761	http://dbpedia.org/resource/Danny_Aiello
369	7434	http://dbpedia.org/resource/Brigitte_Bardot
370	3577	http://dbpedia.org/resource/Louis_Gossett_Jr.
371	4266	http://dbpedia.org/resource/Gregory_Smith_(actor)
372	3589	http://dbpedia.org/resource/Jon_Cryer
373	2699	http://dbpedia.org/resource/Lionel_Stander
374	12569	http://dbpedia.org/resource/Richard_Dysart
375	1877	http://dbpedia.org/resource/Naomi_Campbell
376	7703	http://dbpedia.org/resource/Stanley_Tucci
377	1973	http://dbpedia.org/resource/Guns_N'_Roses
378	14638	http://dbpedia.org/resource/Brad_Garrett
379	7562	http://dbpedia.org/resource/Claudette_Colbert
380	6394	http://dbpedia.org/resource/James_Remar
381	13104	http://dbpedia.org/resource/Richard_Briers
382	9737	http://dbpedia.org/resource/Ruth_Gordon
383	3865	http://dbpedia.org/resource/Imelda_Staunton
384	12192	http://dbpedia.org/resource/Teresa_Wright
385	12760	http://dbpedia.org/resource/Teri_Garr
386	3550	http://dbpedia.org/resource/Pam_Grier
387	6491	http://dbpedia.org/resource/Nick_Glennie-Smith
388	5304	http://dbpedia.org/resource/John_Shea
389	12293	http://dbpedia.org/resource/Spalding_Gray
390	560	http://dbpedia.org/resource/Harry_Lennix
391	2542	http://dbpedia.org/resource/Sandahl_Bergman
392	7883	http://dbpedia.org/resource/Jack_Palance
393	12309	http://dbpedia.org/resource/Clancy_Brown
394	10643	http://dbpedia.org/resource/Thomas_Gibson
395	7008	http://dbpedia.org/resource/Nicole_Kidman
396	12554	http://dbpedia.org/resource/Sam_Shepard
397	3116	http://dbpedia.org/resource/Helen_Martin
398	2865	http://dbpedia.org/resource/Shelley_Winters
399	1012	http://dbpedia.org/resource/Alicia_Silverstone
400	4573	http://dbpedia.org/resource/Patricia_Arquette
401	6720	http://dbpedia.org/resource/Herta_Ware
402	14098	http://dbpedia.org/resource/Thomas_Jane
403	406	http://dbpedia.org/resource/Ned_Beatty
404	1242	http://dbpedia.org/resource/David_de_Keyser
405	12223	http://dbpedia.org/resource/Brendan_Gleeson
406	2852	http://dbpedia.org/resource/Elle_Macpherson
407	12984	http://dbpedia.org/resource/Ward_Bond
408	7576	http://dbpedia.org/resource/Lucy_Liu
409	13747	http://dbpedia.org/resource/Ralph_Macchio
410	8856	http://dbpedia.org/resource/Joan_Allen
411	7253	http://dbpedia.org/resource/Vanessa_L._Williams
412	3714	http://dbpedia.org/resource/Al_Waxman
413	8846	http://dbpedia.org/resource/Kim_Richards
414	13763	http://dbpedia.org/resource/Kanye_West
415	6837	http://dbpedia.org/resource/Paul_Hogan
416	7366	http://dbpedia.org/resource/Judy_Davis
417	12886	http://dbpedia.org/resource/Keenan_Wynn
418	7644	http://dbpedia.org/resource/Emily_Watson
419	5412	http://dbpedia.org/resource/Lenny_Von_Dohlen
420	14073	http://dbpedia.org/resource/Bob_Hope
421	9900	http://dbpedia.org/resource/George_Coe
422	7412	http://dbpedia.org/resource/ChloÃ«_Sevigny
423	3041	http://dbpedia.org/resource/Gia_Carides
424	8442	http://dbpedia.org/resource/Dudley_Moore
425	1590	http://dbpedia.org/resource/Perry_Lopez
426	11556	http://dbpedia.org/resource/Vitamin_C_(singer)
427	9059	http://dbpedia.org/resource/Jeanne_Moreau
428	5249	http://dbpedia.org/resource/George_Lazenby
429	4194	http://dbpedia.org/resource/Bill_Hunter_(actor)
430	12982	http://dbpedia.org/resource/Winona_Ryder
431	8805	http://dbpedia.org/resource/Paulette_Goddard
432	382	http://dbpedia.org/resource/Martin_Sheen
433	8465	http://dbpedia.org/resource/Oliver_Reed
434	13531	http://dbpedia.org/resource/George_C._Scott
435	13641	http://dbpedia.org/resource/Tom_Lister_Jr.
436	10645	http://dbpedia.org/resource/Rene_Russo
437	7035	http://dbpedia.org/resource/Kim_Coates
438	4593	http://dbpedia.org/resource/Mara_Wilson
439	4259	http://dbpedia.org/resource/Mimi_Rogers
440	7747	http://dbpedia.org/resource/Andre_Gregory
441	5413	http://dbpedia.org/resource/Eric_Mabius
442	1711	http://dbpedia.org/resource/Sandy_Duncan
443	6296	http://dbpedia.org/resource/Nick_Chinlund
444	11201	http://dbpedia.org/resource/Rachel_Griffiths
445	6719	http://dbpedia.org/resource/Mary_Kay_Place
446	6503	http://dbpedia.org/resource/Michael_Murphy_(actor)
447	4529	http://dbpedia.org/resource/Quincy_Jones
448	9439	http://dbpedia.org/resource/Gena_Rowlands
449	1517	http://dbpedia.org/resource/Gino_Corrado
450	9783	http://dbpedia.org/resource/Kelly_Lynch
451	2931	http://dbpedia.org/resource/Ben_Chaplin
452	7759	http://dbpedia.org/resource/Freddie_Prinze,_Jr.
453	9473	http://dbpedia.org/resource/Anthony_Rapp
454	8554	http://dbpedia.org/resource/Groucho_Marx
455	7851	http://dbpedia.org/resource/Kathy_Bates
456	10417	http://dbpedia.org/resource/Curtis_Armstrong
457	1574	http://dbpedia.org/resource/James_Acheson
458	13489	http://dbpedia.org/resource/Meat_Loaf
459	9060	http://dbpedia.org/resource/Lon_Chaney,_Jr.
460	5741	http://dbpedia.org/resource/RenÃ©_Auberjonois
461	4473	http://dbpedia.org/resource/Brian_Hooks
462	9148	http://dbpedia.org/resource/Wesley_Mann
463	4110	http://dbpedia.org/resource/Barbara_Stanwyck
464	14406	http://dbpedia.org/resource/Robert_Shaw_(British_actor)
465	6971	http://dbpedia.org/resource/Dabney_Coleman
466	4092	http://dbpedia.org/resource/Bette_Davis
467	4278	http://dbpedia.org/resource/Katrin_Cartlidge
468	8733	http://dbpedia.org/resource/Michael_Parks
469	4704	http://dbpedia.org/resource/Jeanne_Tripplehorn
470	13948	http://dbpedia.org/resource/Jessica_Lange
471	4445	http://dbpedia.org/resource/Vincent_Gallo
472	3251	http://dbpedia.org/resource/Dana_Delany
473	1356	http://dbpedia.org/resource/Hilary_Swank
474	1665	http://dbpedia.org/resource/Dwight_Frye
475	4027	http://dbpedia.org/resource/Henry_Jaglom
476	11721	http://dbpedia.org/resource/Willie_Nelson
477	14373	http://dbpedia.org/resource/Cliff_Curtis
478	2475	http://dbpedia.org/resource/Kane_Hodder
479	14248	http://dbpedia.org/resource/Tara_Subkoff
480	11552	http://dbpedia.org/resource/Lauren_Tom
481	10539	http://dbpedia.org/resource/Michael_Shannon
482	13294	http://dbpedia.org/resource/Stephen_Collins
483	14520	http://dbpedia.org/resource/Lyle_Lovett
484	9932	http://dbpedia.org/resource/Jill_Hennessy
485	12721	http://dbpedia.org/resource/Rosanna_Arquette
486	10384	http://dbpedia.org/resource/Leslie_Nielsen
487	9883	http://dbpedia.org/resource/Kevin_Bacon
488	8816	http://dbpedia.org/resource/Tony_Bill
489	6363	http://dbpedia.org/resource/Jeff_Fahey
490	292	http://dbpedia.org/resource/Zelda_Rubinstein
491	1675	http://dbpedia.org/resource/Val_Avery
492	11643	http://dbpedia.org/resource/Elina_LÃ¶wensohn
493	11716	http://dbpedia.org/resource/Dave_Thomas_(actor)
494	5427	http://dbpedia.org/resource/Mari_Morrow
495	8894	http://dbpedia.org/resource/Michael_Moore
496	10253	http://dbpedia.org/resource/Nat_King_Cole
497	13077	http://dbpedia.org/resource/Julian_Glover
498	1198	http://dbpedia.org/resource/M._Emmet_Walsh
499	1391	http://dbpedia.org/resource/Sheena_Easton
500	11686	http://dbpedia.org/resource/Elizabeth_Hurley
501	11658	http://dbpedia.org/resource/Derek_Jacobi
502	3070	http://dbpedia.org/resource/J._Pat_O'Malley
