kgid	dbid	dblink
196	14576	http://dbpedia.org/resource/Kennedy_Miller_Mitchell
197	10051	http://dbpedia.org/resource/Hawk_Films
198	13656	http://dbpedia.org/resource/American_Zoetrope
199	2198	http://dbpedia.org/resource/The_Weinstein_Company
200	1654	http://dbpedia.org/resource/Selznick_International_Pictures
201	7453	http://dbpedia.org/resource/The_Samuel_Goldwyn_Company
202	686	http://dbpedia.org/resource/Cannon_Films
203	8850	http://dbpedia.org/resource/Original_Film
204	9387	http://dbpedia.org/resource/Orion_Classics
205	12294	http://dbpedia.org/resource/Brandywine_Productions
206	735	http://dbpedia.org/resource/TriStar_Pictures
207	6936	http://dbpedia.org/resource/Scott_Free_Productions
208	12081	http://dbpedia.org/resource/Lionsgate_Films
209	1906	http://dbpedia.org/resource/First_Look_Studios
210	8211	http://dbpedia.org/resource/Todd-AO
211	10221	http://dbpedia.org/resource/Motion_Picture_Corporation_of_America
212	12147	http://dbpedia.org/resource/Touchstone_Pictures
213	10825	http://dbpedia.org/resource/Penelope_Spheeris
214	12549	http://dbpedia.org/resource/Warner_Bros._Animation
215	490	http://dbpedia.org/resource/Buena_Vista_International
216	2514	http://dbpedia.org/resource/The_Cannon_Group,_Inc.
217	6289	http://dbpedia.org/resource/Cary_Woods
218	9897	http://dbpedia.org/resource/Mirage_Enterprises
219	5068	http://dbpedia.org/resource/Jerry_Bruckheimer
220	1683	http://dbpedia.org/resource/Alain_Sarde
221	12412	http://dbpedia.org/resource/Nickelodeon_Movies
222	10862	http://dbpedia.org/resource/Warner_Home_Video
223	14336	http://dbpedia.org/resource/Lakeshore_Entertainment
224	14704	http://dbpedia.org/resource/Metro-Goldwyn-Mayer
225	13828	http://dbpedia.org/resource/Mel_Brooks
226	6714	http://dbpedia.org/resource/ITC_Entertainment
227	8438	http://dbpedia.org/resource/Warner_Bros._Pictures
228	11953	http://dbpedia.org/resource/Columbia_Pictures
229	11115	http://dbpedia.org/resource/United_International_Pictures
230	5264	http://dbpedia.org/resource/Entertainment_Film_Distributors
231	4747	http://dbpedia.org/resource/The_Walt_Disney_Company
232	3042	http://dbpedia.org/resource/Pacific_Data_Images
233	1505	http://dbpedia.org/resource/NBC
234	1479	http://dbpedia.org/resource/Charles_Gordon_(producer)
235	157	http://dbpedia.org/resource/Walt_Disney_Animation_Studios
236	1446	http://dbpedia.org/resource/Dimension_Films
237	9035	http://dbpedia.org/resource/Miramax
238	6123	http://dbpedia.org/resource/Showtime_(TV_network)
239	9371	http://dbpedia.org/resource/Farrelly_brothers
240	2872	http://dbpedia.org/resource/Stephen_King
241	5765	http://dbpedia.org/resource/Caravan_Pictures
242	6641	http://dbpedia.org/resource/Ignite_Entertainment
243	2089	http://dbpedia.org/resource/Cinergi_Pictures
244	2032	http://dbpedia.org/resource/David_Brown_(producer)
245	9905	http://dbpedia.org/resource/Jerry_Zucker_(film_director)
246	2158	http://dbpedia.org/resource/The_Geffen_Film_Company
247	14253	http://dbpedia.org/resource/David_T._Friendly
248	3191	http://dbpedia.org/resource/Sony_Pictures_Studios
249	12964	http://dbpedia.org/resource/British_Film_Institute
250	2430	http://dbpedia.org/resource/Alliance_Films
251	11635	http://dbpedia.org/resource/Peter_Guber
252	13953	http://dbpedia.org/resource/Stephen_Woolley
253	6036	http://dbpedia.org/resource/Andy_Warhol
254	5895	http://dbpedia.org/resource/Hollywood_Pictures
255	8459	http://dbpedia.org/resource/Sony_Pictures_Motion_Picture_Group
256	5829	http://dbpedia.org/resource/Universal_Pictures_Home_Entertainment
257	2218	http://dbpedia.org/resource/A&M_Records
258	9561	http://dbpedia.org/resource/The_Criterion_Collection
259	4598	http://dbpedia.org/resource/Eurimages
260	7529	http://dbpedia.org/resource/Telefilm_Canada
261	3524	http://dbpedia.org/resource/EMI_Films
262	7772	http://dbpedia.org/resource/Propaganda_Films
263	14653	http://dbpedia.org/resource/Roadshow_Entertainment
264	12954	http://dbpedia.org/resource/Troublemaker_Studios
265	7920	http://dbpedia.org/resource/Ice_Cube
266	193	http://dbpedia.org/resource/The_Ladd_Company
267	1806	http://dbpedia.org/resource/Sony_Pictures_Classics
268	12198	http://dbpedia.org/resource/Universal_Pictures
269	11715	http://dbpedia.org/resource/Saban_Entertainment
270	121	http://dbpedia.org/resource/Sony_Pictures
271	2614	http://dbpedia.org/resource/UGC_(cinema_operator)
272	11710	http://dbpedia.org/resource/StudioCanal
273	13666	http://dbpedia.org/resource/Lions_Gate_Films
274	14542	http://dbpedia.org/resource/Turner_Entertainment
275	10493	http://dbpedia.org/resource/Steven_Reuther
276	12483	http://dbpedia.org/resource/Edward_R._Pressman
277	11913	http://dbpedia.org/resource/Threshold_Entertainment
278	12741	http://dbpedia.org/resource/Curtis_Hanson
279	7565	http://dbpedia.org/resource/The_Movie_Network
280	5687	http://dbpedia.org/resource/Vanguard_Films
281	6937	http://dbpedia.org/resource/Polygram_Filmed_Entertainment
282	8608	http://dbpedia.org/resource/Lightstorm_Entertainment
283	6470	http://dbpedia.org/resource/Gracie_Films
284	1022	http://dbpedia.org/resource/First_Independent_Films
285	1573	http://dbpedia.org/resource/Atlas_Entertainment
286	13380	http://dbpedia.org/resource/Ciby_2000
287	4386	http://dbpedia.org/resource/The_Jim_Henson_Company
288	11714	http://dbpedia.org/resource/Malpaso_Productions
289	13968	http://dbpedia.org/resource/Village_Roadshow_Pictures
290	14651	http://dbpedia.org/resource/VHS
291	8561	http://dbpedia.org/resource/Sydney_Pollack
292	4716	http://dbpedia.org/resource/Beacon_Pictures
293	1317	http://dbpedia.org/resource/Paramount_Pictures
294	1770	http://dbpedia.org/resource/Orion_Pictures
295	4505	http://dbpedia.org/resource/DreamWorks_Pictures
296	48	http://dbpedia.org/resource/Gaumont_Film_Company
297	13825	http://dbpedia.org/resource/Savoy_Pictures
298	5432	http://dbpedia.org/resource/Destination_Films
299	49	http://dbpedia.org/resource/Arthur_P._Jacobs
300	263	http://dbpedia.org/resource/David_Lynch
301	4983	http://dbpedia.org/resource/Eon_Productions
302	2415	http://dbpedia.org/resource/David_L._Wolper
303	6968	http://dbpedia.org/resource/Mark_Canton
304	13578	http://dbpedia.org/resource/The_Bubble_Factory
